Player,Pos,Squad,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgR
Marash Kumbulla,DF,Roma,259,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,2.0,1.0
Pierre Kunde,"MF,FW",Bochum,377,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.5,6.0,1.0
Alou Kuol,FW,Stuttgart,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,DF,Fulham,135,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0
Khvicha Kvaratskhelia,FW,Napoli,2518,12,10,22,10,2,2,1,0,8.2,6.6,7.7,14.2,139.0,291.0
Grejohn Kyei,FW,Clermont Foot,2232,10,3,13,6,4,6,3,0,11.7,7.0,1.6,8.6,27.0,160.0
Daniel Kyereh,"MF,FW",Freiburg,559,2,0,2,2,0,0,2,0,2.2,2.2,0.3,2.5,5.0,24.0
César de la Hoz,MF,Almería,1673,1,0,1,1,0,0,6,0,0.4,0.4,0.9,1.3,3.0,6.0
Luca de la Torre,MF,Celta Vigo,1481,0,2,2,0,0,0,6,0,1.1,1.1,1.3,2.4,55.0,73.0
Rémy Labeau Lascary,"FW,MF",Lens,123,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3.0,16.0
Alexandre Lacazette,FW,Lyon,2929,27,5,32,21,6,8,3,0,24.2,17.9,5.4,23.2,40.0,227.0
Qazim Laçi,MF,Ajaccio,212,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.0,4.0
Maxence Lacroix,DF,Wolfsburg,1627,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,15.0,4.0
Alban Lafont,GK,Nantes,3329,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,1.0,0.0
Aïssa Laïdouni,MF,Union Berlin,871,2,0,2,2,0,0,4,0,0.8,0.8,0.9,1.7,10.0,25.0
Konrad Laimer,MF,RB Leipzig,1468,3,0,3,3,0,0,8,0,2.4,2.4,2.3,4.7,51.0,52.0
Stefan Lainer,DF,M'Gladbach,817,0,0,0,0,0,0,2,0,0.8,0.8,1.2,2.0,23.0,39.0
Kenny Lala,DF,Brest,1417,0,2,2,0,0,0,4,0,0.4,0.4,2.0,2.4,24.0,30.0
Adam Lallana,"MF,FW",Brighton,722,2,1,3,2,0,0,0,0,0.9,0.9,1.0,1.9,10.0,43.0
Vassilis Lambropoulos,DF,Bochum,627,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,1.0,0.0
Érik Lamela,"FW,MF",Sevilla,1844,6,0,6,6,0,0,10,1,5.3,5.3,1.4,6.7,66.0,162.0
Mohamed Lamine Bayo,"FW,MF",Lille,651,4,1,5,4,0,0,1,0,3.2,3.2,1.8,5.0,8.0,48.0
Tariq Lamptey,DF,Brighton,453,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,28.0,58.0
Manuel Lanzini,"MF,FW",West Ham,252,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,2.0,6.0
Aymeric Laporte,DF,Manchester City,993,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,30.0,11.0
Julien Laporte,DF,Lorient,1654,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4.0,0.0
Cyle Larin,FW,Valladolid,1469,8,3,11,6,2,2,4,0,7.5,5.9,2.6,8.5,25.0,72.0
Juan Larios,DF,Southampton,152,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,1.0
Yasser Larouci,"DF,MF",Troyes,1797,1,1,2,1,0,0,1,0,0.5,0.5,1.6,2.2,72.0,113.0
Jordan Larsson,"FW,MF",Schalke 04,463,0,0,0,0,0,0,0,0,1.2,1.2,0.4,1.7,5.0,29.0
Kevin Lasagna,"FW,MF",Hellas Verona,1572,1,2,3,1,0,0,2,0,6.0,6.0,1.7,7.7,36.0,105.0
Jamaal Lascelles,DF,Newcastle Utd,218,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,0.0,0.0
Juanmi Latasa,FW,Getafe,448,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.7,0.0,33.0
Toni Lato,"DF,MF",Valencia,914,1,0,1,1,0,0,1,0,0.8,0.8,0.9,1.8,18.0,47.0
Danny Latza,MF,Schalke 04,853,0,1,1,0,0,0,2,0,0.9,0.9,0.2,1.1,11.0,15.0
Roméo Lavia,MF,Southampton,2221,1,0,1,1,0,0,9,0,0.4,0.4,0.6,1.0,22.0,14.0
Lázaro,"FW,MF",Almería,716,6,0,6,6,0,0,1,0,4.0,4.0,0.8,4.8,23.0,59.0
Valentino Lazaro,DF,Torino,1373,0,3,3,0,0,0,4,0,0.4,0.4,2.7,3.1,44.0,84.0
Marko Lazetić,FW,Milan,9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,3.0
Darko Lazović,"MF,DF",Hellas Verona,2242,4,5,9,4,0,0,0,0,3.6,3.6,6.4,10.0,72.0,167.0
Manuel Lazzari,DF,Lazio,1879,0,0,0,0,0,0,8,0,0.3,0.3,0.7,1.0,98.0,74.0
Théo Le Bris,"MF,DF",Lorient,1452,2,2,4,2,0,0,0,0,1.1,1.1,1.2,2.3,51.0,103.0
Julien Le Cardinal,DF,Lens,165,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,4.0,13.0
Jérémy Le Douaron,"MF,FW",Brest,2071,10,3,13,10,0,0,1,0,8.4,8.4,1.7,10.2,38.0,132.0
Enzo Le Fée,MF,Lorient,3028,5,6,11,5,0,0,5,0,3.5,3.5,6.8,10.3,96.0,105.0
Vincent Le Goff,DF,Lorient,3330,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.8,69.0,84.0
Maxime Le Marchand,DF,Strasbourg,2015,0,0,0,0,0,0,6,1,0.6,0.6,0.3,0.9,10.0,4.0
Robin Le Normand,DF,Real Sociedad,2796,0,0,0,0,0,0,6,0,1.0,1.0,0.1,1.0,26.0,2.0
Rafael Leão,"FW,MF",Milan,2421,15,8,23,15,0,0,7,1,10.8,10.8,7.0,17.9,136.0,235.0
Paolo Lebas,MF,Ajaccio,55,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Louis Leca,GK,Lens,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremías Ledesma,GK,Cádiz,3060,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0.0,0.0
Pierre Lees-Melou,MF,Brest,2767,5,5,10,5,0,0,10,1,2.1,2.1,2.3,4.4,33.0,45.0
Diogo Leite,DF,Union Berlin,2254,0,1,1,0,0,0,6,1,0.8,0.8,0.4,1.2,19.0,14.0
Maxim Leitsch,DF,Mainz 05,663,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5.0,1.0
Florian Lejeune,DF,Rayo Vallecano,2565,4,0,4,4,0,0,6,3,2.8,2.8,0.3,3.1,8.0,3.0
Iñigo Lekue,DF,Athletic Club,1321,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,42.0,59.0
Thomas Lemar,MF,Atlético Madrid,1252,1,3,4,1,0,0,1,0,0.9,0.9,1.9,2.9,36.0,79.0
Félix Lemaréchal,MF,Brest,288,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,5.0,9.0
Dexter Lembikisa,DF,Wolves,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
Tim Lemperle,"FW,MF",Köln,132,0,0,0,0,0,0,0,0,0.1,0.1,1.0,1.2,1.0,16.0
Clément Lenglet,DF,Tottenham,2019,0,2,2,0,0,0,4,0,1.0,1.0,0.6,1.6,33.0,7.0
Bernd Leno,GK,Fulham,3240,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Lenz,DF,Eint Frankfurt,1290,0,2,2,0,0,0,1,0,0.6,0.6,2.6,3.1,30.0,67.0
Donovan Léon,GK,Auxerre,180,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio León,FW,Valladolid,1334,6,1,7,5,1,2,0,1,3.9,2.3,1.2,3.5,21.0,75.0
Johann Lepenant,MF,Lyon,1933,1,2,3,1,0,0,4,0,0.9,0.9,1.2,2.0,20.0,44.0
Mehdi Léris,"MF,DF",Sampdoria,2460,1,1,2,1,0,0,13,0,3.4,3.4,1.8,5.2,56.0,165.0
Jefferson Lerma,MF,Bournemouth,3252,5,0,5,5,0,0,7,0,2.6,2.6,2.3,4.9,22.0,30.0
Benjamin Leroy,GK,Ajaccio,2798,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Leroy,MF,Montpellier,1192,0,0,0,0,0,0,7,0,1.1,1.1,0.9,2.0,14.0,25.0
Alexandre Letellier,GK,Paris S-G,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ruan Levine,"MF,FW",Ajaccio,24,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.0,4.0
Robert Lewandowski,FW,Barcelona,2847,23,7,30,23,0,1,4,1,24.3,23.5,6.3,29.8,52.0,248.0
Jamie Leweling,"FW,MF",Union Berlin,265,1,1,2,1,0,0,1,0,0.7,0.7,0.3,0.9,8.0,24.0
Jamal Lewis,"DF,FW",Newcastle Utd,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
Rico Lewis,"DF,MF",Manchester City,903,0,0,0,0,0,0,1,0,0.2,0.2,1.5,1.7,22.0,26.0
Keane Lewis-Potter,"FW,MF",Brentford,321,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,8.0,39.0
Dimitri Liénard,"DF,MF",Strasbourg,1543,0,0,0,0,0,0,4,0,0.6,0.6,2.0,2.7,24.0,111.0
Philipp Lienhart,DF,Freiburg,2498,1,0,1,1,0,0,3,0,1.4,1.4,0.3,1.7,16.0,4.0
Matthijs de Ligt,DF,Bayern Munich,2403,3,1,4,3,0,0,4,0,1.1,1.1,0.5,1.6,17.0,14.0
Dimitris Limnios,FW,Köln,39,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2.0,7.0
Victor Lindelöf,DF,Manchester Utd,1365,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3.0,1.0
Jesper Lindstrøm,"MF,FW",Eint Frankfurt,1679,7,2,9,7,0,0,2,0,5.9,5.9,2.8,8.8,65.0,136.0
Karol Linetty,MF,Torino,1886,1,0,1,1,0,0,8,0,1.0,1.0,0.9,1.9,27.0,32.0
Jesse Lingard,"FW,MF",Nott'ham Forest,923,0,0,0,0,0,0,1,0,1.0,1.0,0.7,1.7,11.0,38.0
Samuel Lino,"FW,MF",Valencia,2887,6,1,7,6,0,0,4,0,7.8,7.7,2.1,9.8,144.0,260.0
Pol Lirola,DF,Elche,628,1,0,1,1,0,0,1,0,0.2,0.2,0.7,0.9,21.0,35.0
Mateusz Lis,GK,Troyes,751,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Listkowski,"MF,FW",Lecce,77,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6.0,4.0
Valentino Livramento,"DF,FW",Southampton,28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan Ljubicic,"MF,FW",Köln,1710,5,1,6,4,1,1,3,0,3.3,2.6,2.1,4.7,37.0,95.0
Javier Llabrés,FW,Mallorca,17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Llorente,"MF,DF",Atlético Madrid,1703,1,2,3,1,0,0,5,0,2.1,2.1,3.6,5.7,64.0,139.0
Hugo Lloris,GK,Tottenham,2205,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,"MF,FW",Villarreal,1126,2,3,5,2,0,0,3,0,2.4,2.4,3.3,5.6,35.0,70.0
Stanislav Lobotka,MF,Napoli,3101,1,1,2,1,0,0,2,0,0.6,0.6,1.0,1.6,51.0,39.0
Manuel Locatelli,MF,Juventus,2446,0,2,2,0,0,0,8,0,1.5,1.5,1.8,3.2,25.0,37.0
Luka Lochoshvili,DF,Cremonese,1839,1,2,3,1,0,0,4,0,0.6,0.6,1.1,1.7,17.0,5.0
Renan Lodi,DF,Nott'ham Forest,2214,0,1,1,0,0,0,7,0,1.0,1.0,1.2,2.1,24.0,70.0
Ruben Loftus-Cheek,"MF,DF",Chelsea,1536,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,56.0,86.0
Sean Longstaff,MF,Newcastle Utd,2518,1,4,5,1,0,0,2,0,3.6,3.6,3.3,6.9,21.0,115.0
Ademola Lookman,"FW,MF",Atalanta,1729,13,6,19,10,3,3,3,0,9.1,6.7,6.6,13.3,73.0,185.0
Anthony Lopes,GK,Lyon,2816,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0
Rony Lopes,"MF,FW",Troyes,2346,7,5,12,7,0,0,2,0,4.9,4.9,4.9,9.8,61.0,117.0
David López,DF,Girona,1652,3,1,4,3,0,0,5,0,1.5,1.5,0.6,2.1,18.0,4.0
Maxime Lopez,MF,Sassuolo,2296,0,0,0,0,0,0,11,0,1.0,1.0,2.1,3.1,54.0,40.0
Pau López,GK,Marseille,2925,0,2,2,0,0,0,3,0,0.0,0.0,0.4,0.4,0.0,0.0
Unai López,MF,Rayo Vallecano,1254,1,2,3,1,0,0,2,0,1.3,1.3,1.4,2.7,17.0,43.0
Dion Lopy,MF,Reims,1379,0,1,1,0,0,0,6,2,0.9,0.9,1.6,2.5,17.0,38.0
Anthony Losilla,MF,Bochum,2720,2,2,4,2,0,0,6,1,1.9,1.9,2.2,4.1,13.0,42.0
Jordan Lotomba,DF,Nice,2453,0,2,2,0,0,0,4,0,0.9,0.9,0.9,1.8,82.0,99.0
Matteo Lovato,DF,Salernitana,814,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,1.0
Dejan Lovren,DF,Lyon,1459,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.3,12.0,1.0
Sandi Lovrić,MF,Udinese,2335,5,6,11,5,0,0,4,0,4.8,4.8,3.2,8.0,42.0,90.0
Jamal Lowe,"MF,FW",Bournemouth,12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Lozano,FW,Cádiz,1443,1,1,2,1,0,0,6,0,2.6,2.6,0.8,3.5,19.0,58.0
Hirving Lozano,FW,Napoli,1605,3,3,6,2,1,1,3,0,5.4,4.6,3.3,7.9,86.0,190.0
Pol Lozano,MF,Espanyol,17,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Lucas,MF,Monaco,291,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5.0,6.0
Jhon Lucumí,DF,Bologna,2900,0,1,1,0,0,0,8,0,0.7,0.7,0.4,1.0,37.0,6.0
José Luis Gayà,DF,Valencia,2709,1,3,4,1,0,1,4,0,1.9,1.1,5.5,6.5,74.0,200.0
José Luis Morales,"FW,MF",Villarreal,1211,7,0,7,7,0,0,2,0,6.5,6.5,1.6,8.2,40.0,92.0
José Luis Palomino,DF,Atalanta,759,1,0,1,1,0,0,4,0,0.5,0.5,0.3,0.8,3.0,3.0
Douglas Luiz,MF,Aston Villa,2927,6,6,12,6,0,0,6,1,2.8,2.8,4.4,7.2,48.0,35.0
Romelu Lukaku,FW,Inter,1660,10,6,16,8,2,2,1,0,9.0,7.4,4.1,11.5,34.0,159.0
Castello Lukeba,DF,Lyon,2986,2,0,2,2,0,0,9,1,1.2,1.2,0.3,1.4,24.0,9.0
Dodi Lukebakio,"FW,MF",Hertha BSC,2397,11,3,14,6,5,5,8,0,8.6,4.7,4.4,9.1,96.0,178.0
Andriy Lunin,GK,Real Madrid,630,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Andrey Lunyov,GK,Leverkusen,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastiano Luperto,DF,Empoli,3135,2,0,2,2,0,0,4,2,1.2,1.2,0.6,1.9,13.0,3.0
Lyanco,DF,Southampton,1180,1,1,2,1,0,0,4,0,0.6,0.6,0.5,1.0,13.0,4.0
Charalambos Lykogiannis,DF,Bologna,1108,2,0,2,2,0,0,3,0,0.8,0.8,1.5,2.3,32.0,47.0
Youssouf M'Changama,MF,Auxerre,1081,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,17.0,35.0
Awer Mabil,"MF,FW",Cádiz,165,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5.0,14.0
Alexis Mac Allister,MF,Brighton,2886,10,2,12,4,6,6,8,0,12.1,7.3,4.3,11.6,69.0,77.0
Deiver Machado,"DF,MF",Lens,2184,4,3,7,4,0,0,5,1,1.3,1.3,2.8,4.1,59.0,131.0
Darwin Machís,FW,Valladolid,599,0,1,1,0,0,0,1,0,1.1,1.1,2.1,3.3,29.0,53.0
James Maddison,"MF,FW",Leicester City,2480,10,9,19,9,1,2,10,0,8.7,6.6,9.3,16.0,77.0,155.0
Noni Madueke,FW,Chelsea,643,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.5,48.0,100.0
Pablo Maffeo,DF,Mallorca,2975,2,4,6,2,0,0,6,1,1.8,1.8,3.0,4.8,67.0,134.0
Gabriel Magalhães,DF,Arsenal,3409,3,0,3,3,0,0,5,0,5.1,5.1,0.3,5.3,18.0,16.0
Lisandro Magallán,DF,Elche,902,0,0,0,0,0,0,0,1,0.6,0.6,0.1,0.7,2.0,0.0
Soungoutou Magassa,MF,Monaco,82,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
Giulio Maggiore,MF,Salernitana,894,0,0,0,0,0,0,2,0,0.5,0.5,0.5,0.9,7.0,13.0
Giangiacomo Magnani,DF,Hellas Verona,1532,0,1,1,0,0,0,7,1,0.5,0.5,0.2,0.7,5.0,5.0
Hugo Magnetti,MF,Brest,1688,1,2,3,1,0,0,2,0,0.8,0.8,0.6,1.5,32.0,27.0
Yohann Magnin,MF,Clermont Foot,2399,0,0,0,0,0,0,6,0,1.1,1.1,2.3,3.3,14.0,56.0
Harry Maguire,DF,Manchester Utd,767,0,0,0,0,0,0,4,0,0.3,0.3,0.0,0.4,8.0,4.0
Jon Magunacelaya,"MF,FW",Real Sociedad,65,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2.0,3.0
Riyad Mahrez,"FW,MF",Manchester City,1920,5,10,15,4,1,1,2,0,5.6,4.8,7.0,11.8,78.0,242.0
Arne Maier,MF,Augsburg,1960,5,1,6,5,0,0,3,0,1.6,1.6,1.8,3.4,32.0,77.0
Mike Maignan,GK,Milan,1978,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Linton Maina,"FW,MF",Köln,2239,3,7,10,3,0,0,1,0,4.6,4.6,5.9,10.5,90.0,173.0
Kobbie Mainoo,MF,Manchester Utd,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
Ainsley Maitland-Niles,"DF,MF",Southampton,1407,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,15.0,35.0
Jordan Majchrzak,FW,Roma,14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
Lovro Majer,"MF,FW",Rennes,1668,2,5,7,1,1,1,3,0,3.3,2.5,4.4,7.0,66.0,115.0
Béni Makouana,"FW,MF",Montpellier,198,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,9.0,17.0
Nemanja Maksimović,MF,Getafe,2053,0,0,0,0,0,0,3,0,1.8,1.8,0.6,2.3,13.0,29.0
Tyrell Malacia,DF,Manchester Utd,1396,0,0,0,0,0,0,6,0,0.2,0.2,0.7,0.9,19.0,33.0
Lorenzo Malagrida,"MF,DF",Sampdoria,109,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1.0,10.0
Daniel Maldini,"FW,MF",Spezia,628,2,0,2,2,0,0,1,0,1.2,1.2,0.5,1.7,13.0,34.0
Donyell Malen,FW,Dortmund,1706,9,6,15,9,0,0,0,0,9.1,9.1,4.4,13.5,87.0,182.0
Hugo Mallo,DF,Celta Vigo,2163,0,1,1,0,0,0,6,1,1.4,1.4,2.6,3.9,27.0,108.0
Mickael Malsa,MF,Valladolid,69,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Giorgi Mamardashvili,GK,Valencia,3420,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
Hianga Mananga Mbock,MF,Brest,15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
Gianluca Mancini,DF,Roma,2858,1,2,3,1,0,0,7,0,2.3,2.3,1.6,3.9,17.0,19.0
Steve Mandanda,GK,Rennes,3014,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0
Reinildo Mandava,DF,Atlético Madrid,1857,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.9,28.0,41.0
Aïssa Mandi,DF,Villarreal,1461,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7.0,9.0
Rolando Mandragora,MF,Fiorentina,1950,2,4,6,2,0,0,8,0,1.5,1.5,4.9,6.4,18.0,59.0
Sadio Mané,"FW,MF",Bayern Munich,1425,7,5,12,6,1,2,2,0,8.9,7.2,3.9,11.1,59.0,164.0
Orel Mangala,MF,Nott'ham Forest,1550,1,1,2,1,0,0,3,0,0.6,0.6,0.4,0.9,14.0,8.0
Thomas Mangani,MF,Ajaccio,1332,1,1,2,0,1,2,4,1,2.0,0.4,1.9,2.3,9.0,15.0
Vito Mannone,GK,Lorient,1608,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Manquillo,DF,Newcastle Utd,37,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
Faitout Maouassa,"FW,DF",Montpellier,1923,5,5,10,5,0,0,0,0,3.3,3.3,2.2,5.6,37.0,108.0
Sekou Mara,"FW,MF",Southampton,555,1,2,3,1,0,0,1,0,1.0,1.0,0.8,1.8,7.0,27.0
Marcão,DF,Sevilla,375,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0
Solly March,"FW,DF",Brighton,2715,7,7,14,7,0,0,2,0,8.1,8.1,8.4,16.5,110.0,357.0
Agustín Marchesín,GK,Celta Vigo,1710,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Marchetti,GK,Spezia,66,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Marchetti,MF,Ajaccio,2452,0,2,2,0,0,0,7,0,2.3,2.3,1.6,4.0,66.0,58.0
Riccardo Marchizza,DF,Sassuolo,283,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,3.0,15.0
Gian Marco Ferrari,DF,Sassuolo,2223,1,0,1,1,0,0,5,0,1.2,1.2,0.4,1.6,11.0,4.0
Emiliano Marcondes,MF,Bournemouth,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar de Marcos,DF,Athletic Club,2819,1,6,7,1,0,0,7,0,0.4,0.4,3.5,4.0,76.0,153.0
Alberto Marí,"FW,MF",Valencia,86,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1.0,6.0
José Mari,MF,Cádiz,397,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,5.0,4.0
Pablo Marí,DF,Monza,2487,1,0,1,1,0,0,4,0,0.6,0.6,0.3,1.0,6.0,3.0
José María Giménez,DF,Atlético Madrid,2423,2,1,3,2,0,0,9,0,2.0,2.0,0.6,2.6,9.0,3.0
Mariano,FW,Real Madrid,157,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,3.0,12.0
Pablo Marín,"MF,FW",Real Sociedad,360,0,0,0,0,0,0,1,0,1.2,1.2,0.8,2.1,9.0,24.0
Răzvan Marin,MF,Empoli,2538,2,4,6,2,0,0,7,0,1.4,1.4,4.2,5.5,35.0,27.0
Diego Mariño,GK,Almería,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Maripán,DF,Monaco,2157,3,0,3,3,0,0,6,1,1.6,1.6,0.1,1.7,6.0,0.0
Marlon,DF,Monza,1592,0,0,0,0,0,0,7,1,0.3,0.2,0.3,0.6,19.0,12.0
Omar Marmoush,FW,Wolfsburg,1476,5,1,6,5,0,0,2,0,6.1,6.1,1.2,7.3,36.0,160.0
Luca Marrone,DF,Monza,135,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0
Eric Martel,MF,Köln,2019,1,1,2,1,0,0,6,0,1.7,1.7,0.8,2.5,17.0,46.0
Anthony Martial,FW,Manchester Utd,978,6,2,8,5,1,1,0,0,6.2,5.5,1.4,6.9,18.0,87.0
Aarón Martín,DF,Mainz 05,1847,5,3,8,5,0,1,3,0,2.2,1.4,2.8,4.2,25.0,61.0
Ander Martin,"MF,FW",Real Sociedad,41,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,0.0
Andrés Martín,"FW,MF",Rayo Vallecano,205,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,3.0,22.0
Carlos Martín,"FW,MF",Atlético Madrid,28,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,3.0
Iván Martín,MF,Girona,1586,3,3,6,3,0,0,2,0,2.4,2.4,2.2,4.7,30.0,82.0
Jonas Martin,MF,Lille,277,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4.0,4.0
Gabriel Martinelli,FW,Arsenal,2789,15,5,20,15,0,0,3,0,9.3,9.3,9.1,18.4,124.0,350.0
Arnau Martinez,DF,Girona,2732,3,4,7,3,0,0,11,0,1.9,1.9,4.3,6.3,64.0,98.0
Emiliano Martínez,GK,Aston Villa,3139,0,0,0,0,0,0,7,0,0.0,0.0,0.3,0.3,0.0,0.0
Iñigo Martínez,DF,Athletic Club,1338,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,11.0,4.0
Lautaro Martínez,FW,Inter,2576,21,6,27,20,1,2,3,0,18.1,16.5,5.4,21.9,49.0,172.0
Lisandro Martínez,DF,Manchester Utd,2114,1,0,1,1,0,0,6,0,0.5,0.5,0.3,0.8,12.0,2.0
Lucas Martínez Quarta,DF,Fiorentina,2171,1,1,2,1,0,0,6,0,2.5,2.5,0.6,3.1,19.0,6.0
Roger Martínez,DF,Espanyol,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Gelson Martins,"MF,FW",Monaco,345,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,15.0,47.0
Adam Marušić,DF,Lazio,2760,0,2,2,0,0,0,8,1,0.7,0.7,1.1,1.8,38.0,43.0
Omar Mascarell,"MF,DF",Elche,2447,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.5,27.0,6.0
Adam Masina,DF,Udinese,789,2,0,2,2,0,0,2,0,0.1,0.1,0.2,0.3,4.0,6.0
Jordi Masip,GK,Valladolid,2507,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
Erhan Mašović,"DF,MF",Bochum,2178,4,0,4,4,0,0,3,0,2.6,2.6,1.0,3.6,4.0,5.0
Han-Noah Massengo,MF,Auxerre,1116,0,0,0,0,0,0,3,0,1.4,1.4,0.6,2.0,21.0,29.0
