Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Carries,CPA,Rec,PrgR
Mickael Malsa,31,4,12,18,1,0,1,1,17,0,15,0
Giorgi Mamardashvili,1180,973,1153,30,0,0,0,0,604,0,470,0
Hianga Mananga Mbock,13,1,1,7,5,0,1,1,10,0,9,1
Gianluca Mancini,1865,189,855,885,139,30,14,6,1124,0,1324,19
Steve Mandanda,1267,922,1251,17,0,0,1,1,916,0,649,0
Reinildo Mandava,1297,102,501,658,143,15,24,6,708,9,770,41
Aïssa Mandi,1051,143,573,429,51,6,3,1,614,0,726,9
Rolando Mandragora,1190,33,175,670,356,37,16,5,598,3,720,59
Sadio Mané,622,9,39,218,375,130,53,24,410,33,486,164
Orel Mangala,655,31,183,380,99,8,34,16,334,2,383,8
Thomas Mangani,1052,51,232,648,175,3,6,4,640,1,585,15
Vito Mannone,618,544,616,2,0,0,0,0,436,0,279,0
Javier Manquillo,36,2,11,16,9,1,0,0,20,0,20,1
Myziane Maolida,138,0,17,56,68,8,11,8,105,3,94,26
Myziane Maolida,26,0,3,13,10,3,4,2,21,0,20,9
Faitout Maouassa,924,31,223,383,334,41,62,25,562,12,513,108
Sekou Mara,221,5,27,99,103,26,29,13,129,2,151,27
Marcão,255,26,120,130,5,0,1,1,150,0,186,0
Solly March,1659,46,191,521,962,138,114,58,1024,47,1124,357
Agustín Marchesín,677,550,673,6,0,0,0,0,392,0,325,0
Federico Marchetti,18,17,18,0,0,0,0,0,7,0,6,0
Vincent Marchetti,1369,62,254,840,308,28,79,45,1005,9,901,58
Riccardo Marchizza,205,11,51,106,48,1,5,1,129,0,135,15
Gian Marco Ferrari,1476,210,749,672,66,14,2,0,858,0,938,4
Emiliano Marcondes,3,1,1,2,0,0,1,0,2,0,2,0
Óscar de Marcos,2218,93,525,1042,671,34,31,12,1119,8,1245,153
Alberto Marí,30,0,3,12,15,7,4,1,21,1,26,6
José Mari,260,15,82,153,29,2,6,3,129,0,146,4
Pablo Marí,1874,299,1090,750,37,15,4,2,1049,1,1273,3
José María Giménez,1623,277,941,643,50,30,10,6,861,0,1041,3
Mariano,52,0,3,21,29,8,1,0,31,0,42,12
Pablo Marín,215,4,38,89,89,10,9,5,132,3,155,24
Răzvan Marin,1805,76,428,971,425,16,39,22,1051,3,1164,27
Diego Mariño,10,10,10,0,0,0,0,0,2,0,0,0
Guillermo Maripán,1418,183,658,734,37,25,6,1,1000,0,888,0
Marlon,1182,115,552,587,47,11,5,2,683,1,851,12
Omar Marmoush,744,10,79,290,392,91,99,38,473,22,562,160
Marquinhos,3,0,0,2,1,0,0,0,2,0,3,0
Marquinhos,2411,294,946,1359,117,39,2,0,1974,2,1869,15
Luca Marrone,93,12,66,25,2,1,0,0,59,0,64,0
Eric Martel,1196,72,333,661,213,35,13,7,595,1,651,46
Roger Martí,226,8,27,107,93,19,7,3,135,6,153,50
Roger Martí,211,8,22,106,86,21,7,5,120,3,136,34
Anthony Martial,443,10,31,166,249,49,26,14,297,8,371,87
Aarón Martín,1192,47,303,523,380,14,21,10,582,3,621,61
Ander Martin,29,2,7,7,15,0,1,1,10,0,14,0
Andrés Martín,102,3,22,32,48,5,6,3,53,1,62,22
Carlos Martín,14,0,0,9,5,1,0,0,6,0,9,3
Iván Martín,822,23,132,425,274,36,48,26,540,6,631,82
Jonas Martin,262,6,56,178,29,3,1,0,202,0,191,4
Gabriel Martinelli,1490,19,129,419,965,223,132,59,1019,70,1115,350
Arnau Martinez,1902,98,631,861,427,53,48,24,967,9,1116,98
Emiliano Martínez,1479,1218,1463,17,0,0,0,0,851,0,707,0
Iñigo Martínez,914,117,451,430,38,15,0,0,495,0,529,4
Lautaro Martínez,1085,23,90,474,536,171,72,29,619,22,793,172
Lisandro Martínez,1809,281,934,829,60,11,16,14,1061,0,1138,2
Lucas Martínez Quarta,1835,139,854,890,111,35,16,12,1088,1,1131,6
Roger Martínez,6,0,0,1,5,1,0,0,3,0,4,0
Gelson Martins,218,3,30,74,118,22,13,4,168,6,154,47
Adam Marušić,2049,100,795,1005,260,17,15,10,1065,4,1334,43
Omar Mascarell,1539,112,519,882,150,5,33,21,839,1,929,6
Adam Masina,496,55,243,219,41,6,4,3,297,1,307,6
Jordi Masip,1025,947,1025,0,0,0,0,0,539,0,427,0
Erhan Mašović,1078,127,558,464,61,28,5,2,522,0,541,5
Han-Noah Massengo,588,11,107,358,134,20,38,17,446,6,403,29
Yanis Massolin,50,1,17,25,9,1,3,0,37,0,30,0
Jaime Mata,190,8,29,73,90,20,5,2,102,0,131,33
Pape Matar Sarr,190,15,65,104,21,1,5,2,122,0,125,0
Eliot Matazo,606,30,134,399,81,1,16,4,431,0,363,10
Jean-Philippe Mateta,266,18,37,112,119,38,8,3,145,5,185,43
Nemanja Matić,1475,51,324,942,231,25,33,24,913,7,1006,17
Joël Matip,1004,111,482,468,62,17,7,4,657,1,720,2
Henning Matriciani,1089,101,505,463,137,6,15,6,475,1,485,10
Chrislain Matsima,145,25,90,51,4,3,0,0,114,0,108,0
Chrislain Matsima,276,31,101,138,38,6,1,1,182,0,151,9
Jean Mattéo Bahoya,117,1,7,46,66,9,13,4,93,2,87,20
Azor Matusiwa,1915,100,541,1138,260,2,23,16,1383,0,1203,18
Neal Maupay,387,1,27,172,194,49,19,7,219,3,280,61
Aïman Maurer,195,4,29,81,90,24,30,17,148,10,133,40
Stephy Mavididi,530,15,78,231,244,51,74,32,392,11,356,91
Konstantinos Mavropanos,1875,217,874,875,157,47,40,16,982,2,1099,13
Christian Mawissa,56,5,11,34,11,0,1,0,39,0,35,1
Philipp Max,541,20,107,230,206,16,7,3,275,0,329,52
Eric Maxim Choupo-Moting,407,6,19,175,214,68,29,20,252,7,317,77
Luís Maximiano,4,4,4,0,0,0,0,0,3,0,3,0
Keke Maximilian Topp,10,0,0,2,8,1,2,0,5,0,6,1
Fernand Mayembo,394,67,233,153,10,6,6,4,255,0,217,1
Borja Mayoral,1040,15,106,495,449,118,70,27,639,25,763,166
Ibrahim Maza,24,1,11,6,8,3,1,0,12,1,12,1
Derek Mazou-Sacko,8,2,3,4,1,1,0,0,5,0,4,1
Noussair Mazraoui,977,26,252,449,282,27,27,18,569,8,680,81
Pasquale Mazzocchi,1196,59,348,469,398,36,103,58,654,15,680,102
Kevin Mbabu,114,4,38,40,38,0,6,4,57,0,59,11
Noah Mbamba,0,0,0,0,0,0,0,0,0,0,0,0
Kylian Mbappé,1771,10,46,594,1149,302,201,74,1583,86,1575,468
Mamadou Mbaye,393,68,232,150,15,11,5,5,176,0,204,1
Chancel Mbemba,2042,171,669,1043,339,45,24,14,1496,10,1374,49
Bryan Mbeumo,1335,24,177,425,755,125,88,45,776,26,862,235
Jason Mbock,11,0,0,5,6,0,1,0,7,0,7,2
Jean-Manuel Mbom,3,0,0,3,0,0,0,0,1,0,3,0
Nathanael Mbuku,37,2,7,17,14,2,2,1,30,2,26,6
Nathanael Mbuku,12,0,1,7,4,1,0,0,5,0,4,0
James McArthur,60,5,22,29,9,0,2,1,36,0,40,0
Alex McCarthy,261,205,260,1,0,0,0,0,139,0,133,0
John McGinn,1348,37,218,756,388,45,70,45,804,8,888,66
Scott McKenna,877,151,501,333,45,21,7,5,430,0,508,2
Weston McKennie,807,41,188,401,228,17,16,11,400,0,445,33
Weston McKennie,526,25,115,249,164,22,9,7,231,2,349,54
Dwight McNeil,1358,52,266,505,614,61,108,54,738,16,762,128
Scott McTominay,618,69,205,287,132,25,26,13,315,3,359,19
Gary Medel,1226,123,520,656,60,0,6,4,643,0,803,5
Facundo Medina,2728,164,806,1714,237,23,38,24,2278,1,2100,30
Fernando Medrano,6,1,5,1,0,0,0,0,4,0,2,0
Ben Mee,2122,272,1089,887,156,71,13,12,1146,3,1179,14
Bamo Meïté,1107,184,614,472,22,9,11,8,858,0,801,1
Soualiho Meïté,1282,72,363,759,176,13,60,28,719,4,811,22
Farid El Melali,422,13,91,198,153,22,54,26,295,14,251,54
Gonzalo Melero,943,44,204,526,221,35,36,17,573,4,672,37
Birger Meling,925,37,196,480,253,20,22,5,629,4,566,74
Memphis,84,0,5,25,55,13,7,3,50,3,69,19
Memphis,139,0,7,47,86,27,11,4,87,4,122,22
Houboulang Mendes,436,29,160,183,97,1,21,9,201,1,227,30
Nuno Mendes,1139,47,242,417,495,58,66,27,876,19,794,195
Pedro Mendes,4,1,2,2,0,0,0,0,2,0,1,0
Thiago Mendes,1913,112,502,1225,188,9,11,6,1500,2,1383,20
Brais Méndez,1608,25,170,776,675,60,53,15,886,5,1093,138
Diego Méndez,3,0,2,1,0,0,0,0,1,0,2,0
Antoine Mendy,394,22,122,186,88,9,4,3,266,0,235,37
Arial Mendy,147,7,45,57,46,5,5,0,92,0,81,22
Batista Mendy,1700,69,414,1033,277,16,61,38,1324,2,1201,49
Edouard Mendy,307,265,304,3,0,0,1,0,171,0,157,0
Ferland Mendy,971,42,265,426,287,8,29,19,591,2,697,73
Nampalys Mendy,490,12,139,310,45,2,11,7,283,0,333,4
Gideon Mensah,1734,90,531,852,384,9,59,26,1140,1,945,110
Chris Mepham,1336,285,852,455,36,14,7,3,650,2,788,1
Jorge Meré,283,45,148,127,11,6,0,0,142,0,146,0
Alex Meret,974,828,972,2,0,0,0,0,544,0,476,0
Mikel Merino,1861,86,356,1024,496,79,42,22,1020,4,1263,107
Quentin Merlin,1356,54,326,664,387,16,39,22,886,7,793,96
Yıldırım Mert Çetin,8,2,5,3,0,0,0,0,3,0,2,0
Roque Mesa,1134,62,286,683,181,9,31,15,748,3,772,24
Illan Meslier,1122,903,1116,5,2,1,0,0,596,0,424,0
Lionel Messi,2401,5,98,1201,1132,159,184,102,2053,42,2042,220
Junior Messias,765,32,122,336,323,54,68,34,466,18,530,137
Amine Messoussa,1,0,0,0,1,0,0,0,1,0,1,1
Thomas Meunier,503,25,131,213,162,11,10,4,273,1,306,45
Alexander Meyer,335,230,327,7,1,1,0,0,216,0,186,0
Sven Michel,259,5,25,85,152,20,12,3,121,1,183,50
Alex Mighten,4,0,1,0,3,0,3,0,4,0,4,1
Tommaso Milanese,19,0,1,7,12,2,2,1,13,0,14,1
Nikola Milenković,1520,143,743,710,74,35,0,0,816,0,902,3
Lewis Miley,9,1,3,4,2,0,0,0,3,0,3,0
Arkadiusz Milik,623,16,45,322,261,75,22,11,343,2,483,85
Arkadiusz Milik,47,3,5,27,15,1,1,0,33,0,36,9
Sergej Milinković-Savić,2411,73,442,1341,652,87,80,39,1406,11,1926,129
Vanja Milinković-Savić,1882,1342,1862,21,1,1,0,0,1187,0,1000,0
Éder Militão,2216,314,1088,984,157,31,19,11,1378,1,1505,16
Luka Milivojević,321,28,117,153,55,1,1,1,162,0,178,2
Luis Milla,1132,43,238,704,202,5,15,12,572,1,629,7
Pere Milla,822,28,148,445,245,59,44,17,482,5,558,83
Enzo Millot,545,15,94,264,196,35,46,21,285,7,354,58
James Milner,848,24,196,390,264,24,21,11,447,5,551,78
Marko Milovanović,12,0,1,5,6,1,0,0,5,0,10,3
Kim Min-jae,3142,298,1329,1722,104,27,7,4,1942,2,2349,8
Yerry Mina,402,58,198,176,30,16,2,1,217,1,255,3
Takumi Minamino,382,8,43,153,193,43,18,8,264,11,244,66
Tyrone Mings,2228,384,1276,877,81,21,12,6,1379,3,1486,7
Óscar Mingueza,1032,50,351,490,209,17,28,14,596,2,649,40
Rafa Mir,396,12,36,170,192,71,14,0,188,8,277,54
Aleksei Miranchuk,1010,10,66,527,424,42,46,15,667,8,802,105
Juan Miranda,1014,67,298,418,306,33,18,9,478,0,560,87
Antonio Mirante,4,4,4,0,0,0,0,0,2,0,3,0
Fabio Miretti,694,15,109,346,249,45,43,19,408,6,476,85
Filippo Missori,82,4,41,25,16,0,2,0,20,0,27,3
Tyrick Mitchell,1899,115,654,834,431,35,30,17,827,4,957,90
Kaoru Mitoma,1312,18,146,466,716,177,130,59,891,85,986,260
Aleksandar Mitrović,814,27,79,392,349,144,47,23,451,10,646,97
Stefan Mitrović,663,110,396,260,11,8,1,0,312,0,331,1
Maximilian Mittelstädt,616,33,223,281,126,8,33,19,261,4,253,29
Henrikh Mkhitaryan,1288,31,195,710,402,38,35,14,754,10,899,74
Anthony Modeste,219,22,34,98,88,34,4,0,91,2,142,36
Luka Modrić,1681,19,213,885,592,47,47,19,1132,14,1361,87
Terem Moffi,355,5,16,147,204,73,42,25,234,14,240,77
Terem Moffi,364,10,32,192,152,63,38,20,268,11,263,61
Mostafa Mohamed,607,37,64,259,288,107,39,21,355,11,408,109
Tobias Mohr,594,30,198,219,183,13,7,4,263,1,290,39
Johan Mojica,458,17,137,174,151,9,14,6,286,5,276,38
Johan Mojica,209,12,65,76,70,4,9,4,125,2,112,11
Clinton Mola,14,4,9,4,2,0,0,0,1,0,0,0
Nahuel Molina,2229,87,696,833,709,47,51,21,1080,9,1386,249
Salvatore Molina,139,6,29,47,65,1,4,2,79,0,85,22
Florent Mollet,690,14,100,345,251,20,27,10,484,2,449,67
Florent Mollet,206,2,23,110,75,9,5,2,109,0,130,24
Jon Moncayola,1698,59,387,949,379,14,8,4,869,1,1060,50
Monchu,1276,48,319,693,270,24,20,10,636,3,749,25
César Montes,989,154,511,422,66,29,5,2,499,0,551,4
Daniele Montevago,79,2,4,31,44,18,4,0,42,1,61,10
Gonzalo Montiel,1023,54,291,433,310,33,23,10,532,5,576,87
Lorenzo Montipò,1309,1050,1297,14,0,0,0,0,622,0,461,0
Martín Montoya,302,22,95,161,48,5,5,2,151,0,167,12
Kieffer Moore,522,36,59,286,178,49,13,2,252,2,396,56
Andrew Moran,6,0,0,5,1,0,0,0,3,0,3,1
Álvaro Morata,655,29,68,297,299,105,41,20,387,16,527,102
Jon Morcillo,51,0,9,13,30,3,5,3,37,1,38,15
Alberto Moreno,872,27,247,298,331,28,16,6,490,7,549,97
Álex Moreno,949,60,327,337,293,43,57,23,510,16,570,122
Álex Moreno,883,59,291,365,237,36,40,14,401,12,465,76
Diego Moreno,389,35,134,176,81,7,11,3,177,2,184,19
Gerard Moreno,634,16,57,282,309,67,56,29,401,11,508,108
Marlos Moreno,8,0,4,3,1,0,1,0,5,0,5,0
Tete Morente,1068,40,190,379,509,60,74,32,640,15,703,193
Ilaix Moriba,654,18,123,339,197,15,30,12,383,2,445,30
Manu Morlanes,60,5,15,34,11,0,0,0,31,0,36,1
Manu Morlanes,303,15,84,163,60,4,14,9,160,1,168,6
Nikola Moro,931,29,210,549,181,18,26,18,553,1,654,35
Loren Morón,11,1,2,5,4,0,0,0,4,0,6,0
Cristhian Mosquera,81,11,46,26,9,2,0,0,38,0,38,1
Dany Mota,835,25,76,405,364,94,73,35,519,31,639,166
Lebo Mothiba,157,5,11,76,71,12,9,3,110,2,116,30
Youssoufa Moukoko,346,1,24,137,191,62,45,17,209,6,215,61
Steve Mounié,675,29,67,325,290,95,21,10,414,9,532,89
Mason Mount,969,17,110,415,455,56,31,15,530,11,678,114
Lucas Moura,118,0,15,47,58,12,11,5,65,2,83,15
Bevic Moussiti-Oko,261,11,23,119,122,37,26,13,159,6,190,45
João Moutinho,1218,42,243,658,325,15,15,8,615,0,769,32
João Moutinho,51,3,11,20,20,0,0,0,18,0,24,2
Samuel Moutoussamy,1459,43,275,950,254,33,29,16,1079,4,967,45
Divin Mubama,11,1,2,6,3,0,2,1,7,0,8,1
Mykhailo Mudryk,323,7,40,112,175,28,39,13,194,7,207,43
François Mughe,1,0,0,0,1,1,0,0,0,0,0,0
Nordi Mukiele,801,50,236,387,189,29,24,6,588,3,548,57
Mert Müldür,3,0,2,1,0,0,0,0,3,0,3,0
Florian Müller,775,628,761,16,0,0,0,0,447,0,419,0
Thomas Müller,1020,18,93,409,521,114,18,9,574,11,791,182
Abdul Mumin,493,59,248,231,19,8,9,5,268,0,270,1
Marshall Munetsi,1243,73,256,642,364,94,44,20,818,9,732,87
Iker Muniain,1256,5,86,612,575,40,66,39,823,9,961,103
Aihen Muñoz,1226,39,340,531,366,9,40,19,624,2,704,87
Álvaro Muñoz,23,1,2,9,12,4,0,0,17,0,17,3
Iker Muñoz,134,9,43,78,13,0,2,1,63,0,83,4
Pablo Muñoz,6,0,1,2,3,0,1,0,6,0,6,1
Luis Muriel,712,3,37,251,428,70,70,34,416,22,545,124
Jeison Murillo,671,81,323,325,28,4,4,2,336,0,385,3
Vedat Muriqi,1194,90,160,592,450,112,31,12,601,10,896,152
Jacob Murphy,590,11,58,214,329,75,43,14,364,29,421,141
Nicola Murru,418,48,178,185,58,2,1,0,210,0,233,13
Yunus Musah,1030,27,154,487,405,51,70,27,646,11,729,101
Jamal Musiala,1401,19,142,667,616,144,152,77,1018,33,1089,196
Juan Musso,745,654,742,3,0,0,0,0,436,1,316,0
Marlon Mustapha,45,0,2,22,22,5,3,2,24,2,30,9
Yvon Mvogo,661,601,659,2,0,0,1,1,451,0,274,0
Enock Mwepu,116,1,12,54,53,7,5,1,58,1,80,17
Francisco Mwepu,5,0,0,5,0,0,0,0,4,0,4,2
Vitaliy Mykolenko,1625,124,576,693,370,26,25,11,701,7,798,72
Joakim Mæhle,1707,43,347,697,683,58,53,18,932,11,1110,186
Obite N'Dicka,2159,234,1078,1003,90,25,10,6,1265,2,1394,5
Nathan N'Goumou,40,0,6,14,20,0,3,1,27,0,25,7
Nathan N'Goumou,308,8,59,95,158,27,27,7,168,12,202,63
Stanley N'Soki,931,65,415,481,43,7,21,12,598,0,601,10
Herculano Nabian,1,0,0,1,0,0,1,0,1,0,1,0
Nacho,1327,95,503,629,205,19,17,11,762,4,937,34
Nikolas Nartey,340,10,103,172,70,4,8,4,163,1,205,20
Juanjo Narváez,51,1,9,17,25,6,3,1,29,0,38,9
Matija Nastasić,392,59,219,162,13,6,0,0,202,0,221,1
Roberto Navarro,212,2,25,76,118,20,18,7,128,9,131,28
Jesús Navas,1506,59,359,537,621,29,22,11,867,9,976,207
Keylor Navas,578,515,576,2,0,0,1,1,267,0,175,0
Michel Ndary Adopo,172,7,36,112,25,2,6,3,84,0,103,4
Youssouf Ndayishimiye,446,31,159,250,43,7,5,3,351,1,320,5
Papa Ndiaga Yade,421,16,91,187,146,11,17,6,292,3,273,45
Wilfred Ndidi,1129,83,406,652,92,5,15,10,564,0,659,7
Tanguy Ndombele,685,12,78,424,189,28,37,19,461,4,578,33
Álvaro Negredo,246,10,23,135,91,29,10,5,115,0,174,22
Reiss Nelson,157,5,25,35,99,23,9,7,99,8,112,34
Ilija Nestorovski,228,10,18,125,86,29,5,3,118,1,169,29
Neto,895,768,890,6,0,0,1,1,446,0,271,0
Pedro Neto,517,6,61,166,298,46,54,18,325,18,363,111
Luca Netz,446,29,155,184,113,11,13,10,199,3,244,32
Manuel Neuer,528,436,519,8,2,2,0,0,338,0,318,0
Florian Neuhaus,804,22,133,448,232,41,34,12,488,4,597,56
Rúben Neves,2486,177,810,1307,394,25,31,19,1318,1,1621,18
Neymar,1470,3,124,774,591,73,96,38,1289,12,1260,127
Jessic Ngankam,233,5,31,102,107,34,28,10,139,6,152,42
Cyril Ngonge,300,5,28,135,143,20,35,12,181,9,202,40
Moussa Niakhate,528,96,301,159,69,7,4,0,184,0,189,3
Ibrahima Niane,367,14,29,190,151,40,29,8,259,4,269,57
M'Baye Niang,539,29,48,279,217,68,41,9,344,12,396,87
Tanguy Nianzou,894,73,368,498,35,11,12,10,547,0,627,0
Rasmus Nicolaisen,2130,328,1123,960,55,33,15,9,1500,2,1353,4
Hans Nicolussi Caviglia,313,15,83,184,47,4,8,4,139,0,167,2
Florian Niederlechner,332,13,40,143,151,39,20,5,142,1,189,51
Florian Niederlechner,249,10,27,114,111,32,22,11,108,4,146,28
Saúl Ñíguez,695,42,182,336,181,31,14,12,301,4,447,47
Dimitris Nikolaou,1926,243,989,814,136,14,14,10,1138,0,1242,15
Fernando Niño,9,0,0,3,6,1,1,0,8,0,9,4
Justin Njinmah,4,0,0,1,3,1,1,0,6,0,5,4
Eddie Nketiah,407,10,35,157,221,87,34,15,259,22,305,82
Christopher Nkunku,854,17,57,356,448,128,77,38,588,23,672,176
Felix Nmecha,967,38,183,536,258,40,46,26,540,2,615,54
Lukas Nmecha,317,6,19,131,169,34,26,10,189,5,251,70
Arnaud Nordin,954,14,123,389,464,109,98,38,741,37,688,181
Riad Nouri,781,17,105,379,305,26,38,13,573,6,525,144
Hugo Novoa,135,1,21,58,58,11,10,5,71,3,86,20
Samuel Ntanda,2,0,0,1,1,1,1,1,1,0,2,1
Randy Ntekja,290,18,43,140,110,32,24,12,175,6,190,43
Randy Ntekja,95,2,14,48,34,6,7,1,62,2,66,7
Alexander Nübel,1215,1033,1208,8,0,0,0,0,846,0,483,0
Matheus Nunes,1354,64,325,656,397,52,85,44,851,10,943,129
Darwin Núñez,633,12,51,179,412,154,44,18,387,31,491,181
Unai Núñez,2366,268,1197,1100,83,22,13,11,1504,1,1587,5
Bram Nuytinck,185,37,117,65,4,2,1,1,90,0,88,0
Bram Nuytinck,878,160,575,290,15,12,1,0,471,0,486,3
Ethan Nwaneri,1,0,0,0,1,0,0,0,0,0,0,0
Gerzino Nyamsi,1008,128,472,503,43,18,15,10,719,0,634,3
Ørjan Nyland,103,79,103,0,0,0,0,0,78,0,60,0
M'Bala Nzola,966,32,64,351,562,143,80,30,620,28,769,215
Christian Nørgaard,1050,78,338,554,165,42,19,8,454,2,526,8
Lewis O'Brien,297,19,72,161,71,3,17,7,157,2,166,3
Pedro Obiang,527,34,138,339,53,2,8,3,262,0,325,6
Jan Oblak,861,783,857,4,0,0,1,1,416,1,345,0
Brian Ocampo,493,12,91,192,228,19,45,19,330,10,349,81
Lucas Ocampos,632,13,64,265,314,64,61,25,421,16,461,113
Guillermo Ochoa,824,692,819,5,0,0,0,0,396,0,326,0
Wilson Odobert,765,11,112,325,353,52,95,33,610,25,564,132
Álvaro Odriozola,32,0,7,15,10,2,2,0,20,0,25,5
Tim Oermann,69,16,51,18,0,0,0,0,32,0,38,0
Odeluga Offiah,35,0,11,21,3,0,1,1,17,0,19,1
Angelo Ogbonna,545,111,331,197,17,7,0,0,255,0,281,2
Florent Ogier,1098,149,586,476,39,9,8,4,749,0,683,3
Marios Oikonomou,118,29,80,35,3,2,0,0,55,0,60,0
David Okereke,788,20,65,325,412,91,83,39,471,17,581,144
Caleb Okoli,598,62,328,229,48,12,1,0,265,0,286,12
Olasagasti,61,1,13,41,8,1,0,0,30,0,37,3
Lucas Olaza,929,55,263,404,268,11,11,4,413,1,480,90
Finn Ole Becker,262,10,58,116,88,9,9,4,124,2,128,15
Mathias Olesen,193,5,45,113,38,3,4,2,100,0,114,11
Michael Olise,1840,25,243,709,911,86,141,54,1048,38,1215,243
Brian Oliván,1327,86,391,541,402,36,11,4,611,9,682,139
Lucas Oliveira Rosa,572,25,168,218,191,10,21,9,263,7,270,61
Mathías Olivera,1588,47,360,805,432,40,30,10,931,9,1040,68
Dani Olmo,802,6,71,385,360,53,74,38,508,15,599,86
Jan Olschowsky,177,151,177,0,0,0,0,0,83,0,79,0
Robin Olsen,141,119,139,2,0,0,0,0,80,0,57,0
Warmed Omari,1106,88,475,613,27,8,4,3,867,0,820,0
Jonas Omlin,450,365,448,2,0,0,1,0,298,0,172,0
Jonas Omlin,773,608,769,4,0,0,0,0,452,0,459,0
Ado Onaiwu,438,7,42,202,198,35,15,6,334,6,355,86
Amadou Onana,1310,58,287,745,295,52,52,18,684,4,871,49
André Onana,1071,890,1058,13,0,0,0,0,728,0,657,0
Jean Onana,583,39,138,373,76,9,7,7,433,2,397,18
Karim Onisiwo,978,8,42,387,569,157,104,37,571,33,695,220
Josh Onomah,11,0,3,4,4,0,1,0,5,0,5,0
Paul Onuachu,153,5,17,66,73,25,14,9,72,0,115,22
Frank Onyeka,373,26,93,176,109,20,26,11,198,3,205,21
Loïs Openda,712,7,24,247,458,166,54,19,501,39,490,206
Willi Orban,3000,331,1473,1441,99,55,17,8,2032,1,2167,9
Ivan Ordets,1335,184,716,520,103,66,3,2,531,1,600,14
Divock Origi,336,14,34,131,183,49,33,15,201,13,243,79
Aimar Oroz,1051,7,112,507,448,55,62,31,652,8,769,144
Mislav Oršić,4,0,2,0,2,0,0,0,2,0,1,0
Riccardo Orsolini,1215,22,193,487,544,101,85,33,716,34,881,212
Stefan Ortega,174,132,173,1,0,0,0,0,116,0,119,0
Pedro Ortiz,2,0,1,1,0,0,0,0,2,0,1,0
Jordi Osei-Tutu,350,16,95,125,135,21,24,10,189,8,169,39
Victor Osimhen,789,31,45,224,537,232,75,25,469,27,594,196
Patrick Osterhage,470,33,134,242,102,12,14,5,234,1,248,23
Paulo Otávio,1507,83,508,676,338,29,47,22,744,2,808,84
Dango Ouattara,566,42,136,210,234,64,74,31,301,17,336,87
Dango Ouattara,720,37,145,251,339,84,79,28,502,34,457,151
Remi Oudin,776,23,125,341,320,32,22,10,423,5,448,54
Zinédine Ould Khaled,43,1,4,31,8,1,2,0,33,0,26,2
Azzedine Ounahi,110,0,8,59,45,3,8,6,99,1,92,8
Azzedine Ounahi,787,7,106,457,240,42,74,40,648,17,615,77
Adam Ounas,19,0,4,12,5,1,2,2,14,0,17,1
Adam Ounas,727,6,56,270,420,37,82,37,564,11,532,125
Thomas Ouwejan,604,32,172,245,196,9,5,1,238,1,251,21
Reece Oxford,67,10,47,19,2,0,0,0,24,0,26,0
Alex Oxlade-Chamberlain,153,4,20,69,67,17,14,5,90,3,110,28
Mikel Oyarzabal,532,15,71,186,278,54,26,7,317,12,386,122
Salih Özcan,1171,39,286,773,115,7,12,6,663,0,759,23
Cenk Özkacar,908,85,409,462,45,16,10,10,522,0,549,2
David Ozoh,4,0,0,0,4,0,0,0,2,0,4,0
Levin Öztunalı,2,0,0,2,1,0,0,0,1,0,0,0
Fernando Pacheco,34,30,34,0,0,0,0,0,20,0,13,0
Fernando Pacheco,598,504,591,7,0,0,0,0,317,0,233,0
Jon Pacheco,994,98,423,561,13,3,3,2,641,0,703,0
Gonçalo Paciência,297,4,22,110,169,50,22,6,186,5,235,43
Simone Pafundi,90,0,8,55,30,1,7,2,66,0,68,9
Exequiel Palacios,1430,54,364,861,220,16,16,10,745,2,959,27
Helibelton Palacios,1030,82,427,497,122,9,28,14,508,0,516,25
Ante Palaversa,20,1,3,12,5,1,0,0,12,0,8,0
Isaac Palazón Camacho,1830,40,196,726,936,65,112,50,1111,9,1235,181
João Palhinha,1713,81,433,1055,247,33,39,14,763,3,919,18
Nicolas Pallois,1475,182,688,771,35,14,9,7,1005,1,847,3
Cole Palmer,248,6,22,85,143,32,26,15,179,15,202,40
Erik Palmer-Brown,1784,375,1073,684,40,16,15,7,1256,2,1097,0
Emerson Palmieri,894,60,241,386,273,25,29,6,411,7,532,57
Miloš Pantović,108,5,34,41,33,7,1,0,52,0,62,4
Flavio Paoletti,191,12,53,112,27,1,3,2,121,0,133,8
Antonios Papadopoulos,21,0,8,12,1,1,0,0,14,0,17,0
Lucas Paquetá,1476,46,239,840,419,49,65,35,773,6,964,63
Lucas Paquetá,146,5,22,92,33,8,3,1,121,2,117,10
Aitor Paredes,600,53,277,296,30,10,1,0,343,0,377,8
Kevin Paredes,277,9,52,105,122,15,15,4,177,7,180,40
Leandro Paredes,868,41,216,494,161,4,6,4,473,2,587,11
Leandro Paredes,75,2,10,57,8,0,0,0,64,0,62,0
Daniel Parejo,2855,106,633,1565,683,14,41,29,1600,0,1977,32
Fabiano Parisi,2094,159,727,930,483,26,129,64,1105,13,1113,68
Moises Parra Gutierrez,6,0,1,2,3,0,0,0,1,0,1,0
Raúl Parra,142,16,58,67,17,0,1,0,52,0,59,4
Thomas Partey,2267,78,418,1406,466,29,45,35,1398,3,1654,35
